Promedio Preparatoria,Creditos,Periodo,Materias Aprobadas,Materias Cursadas,Situación
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
-1.261012419,-1.774081871,-1.453125496,-1.71834805,-1.19918113,0
-0.056463243,-0.616451021,-0.06558306,-0.357905304,-0.09466084,0
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
-1.261012419,-1.979231642,-2.00814247,-1.965701277,-1.950254928,0
-1.261012419,-2.089133305,-2.285650957,-2.130603428,-2.347882232,0
-1.261012419,0.226128396,1.044450888,0.631507603,0.700593768,0
-1.261012419,-2.308936631,-2.285650957,-2.377956654,-2.347882232,0
-1.261012419,-0.799620459,-0.898108522,-0.564032992,-0.403926522,0
-1.261012419,-1.502991102,-0.620600035,-1.388543748,-1.243361942,0
-1.261012419,0.585140495,0.211925427,0.755184216,0.74477458,1
-1.261012419,-0.762986571,-0.343091547,-0.522807455,-0.403926522,0
-0.056463243,0.585140495,0.489433914,0.755184216,0.74477458,1
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
1.148085933,0.585140495,0.489433914,0.755184216,0.74477458,1
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
-1.261012419,-2.052499418,-2.00814247,-2.08937789,-1.906074116,0
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
-1.261012419,-2.089133305,-2.285650957,-2.130603428,-2.30370142,0
-1.261012419,0.292069394,1.044450888,0.713958679,0.74477458,0
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
-1.261012419,-0.550510023,1.044450888,-0.275454228,-0.09466084,0
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
-1.261012419,-1.012097008,-0.343091547,-0.852611757,-0.801553826,0
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
-1.261012419,-2.089133305,-2.285650957,-2.130603428,-2.30370142,0
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
-1.261012419,-1.832696092,-2.00814247,-1.800799126,-1.906074116,0
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
1.148085933,0.585140495,0.489433914,0.755184216,0.74477458,1
1.148085933,0.585140495,0.489433914,0.755184216,0.74477458,1
-1.261012419,-1.759428316,-2.00814247,-1.71834805,-1.906074116,0
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
-1.261012419,0.292069394,1.044450888,0.713958679,0.74477458,0
-1.261012419,0.585140495,0.211925427,0.755184216,0.74477458,1
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
-1.261012419,-1.759428316,-2.00814247,-1.71834805,-1.906074116,0
-1.261012419,-1.840022869,-1.730633983,-1.800799126,-1.508446812,0
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
-1.261012419,-1.905963867,-2.00814247,-1.883250201,-1.906074116,0
-1.261012419,-0.623777798,1.044450888,-0.357905304,-0.09466084,0
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
1.148085933,0.585140495,0.211925427,0.755184216,0.74477458,1
-0.056463243,0.585140495,0.489433914,0.755184216,0.74477458,1
-0.056463243,0.585140495,0.211925427,0.755184216,0.74477458,1
-1.261012419,-0.081596261,1.599467862,0.13680115,0.435508899,0
-1.261012419,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,1.044450888,0.549056527,0.523870522,1
-0.056463243,0.585140495,1.044450888,0.549056527,0.523870522,1
1.148085933,0.585140495,1.044450888,0.549056527,0.523870522,1
-1.261012419,-0.770313349,-0.06558306,-0.646484068,-0.580649768,0
-0.056463243,0.585140495,0.766942401,0.549056527,0.523870522,1
-1.261012419,-2.037845863,-2.00814247,-2.048152352,-1.994435739,0
1.148085933,0.585140495,0.766942401,0.549056527,0.523870522,1
1.148085933,0.585140495,0.766942401,0.549056527,0.523870522,1
-1.261012419,-1.305168109,-0.620600035,-1.223641597,-0.934096261,0
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-2.345570519,-2.563159444,-2.46040773,-2.701328725,0
-1.261012419,0.211474841,1.876976349,0.425379914,0.47968971,0
1.148085933,0.585140495,1.044450888,0.549056527,0.523870522,1
-1.261012419,-2.089133305,-2.00814247,-2.08937789,-1.994435739,0
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,0.526526275,0.489433914,0.50783099,0.523870522,0
-1.261012419,-0.733679461,-0.343091547,-0.60525853,-0.536468956,0
-1.261012419,-2.10378686,-2.00814247,-2.130603428,-1.994435739,0
-1.261012419,-1.935270977,-2.00814247,-1.924475739,-1.994435739,0
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-0.096249816,1.044450888,0.13680115,0.435508899,0
-0.056463243,-1.275860999,0.766942401,-1.141190521,-0.889915449,0
-0.056463243,0.585140495,0.766942401,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-1.642199876,-0.898108522,-1.553445899,-1.331723565,0
-1.261012419,-1.634873098,-0.898108522,-1.594671437,-1.331723565,0
-1.261012419,-0.374667362,1.876976349,-0.193003152,0.347147276,0
-1.261012419,-2.07447975,-2.00814247,-2.08937789,-1.994435739,0
1.148085933,0.585140495,1.044450888,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,0.292069394,1.876976349,0.50783099,0.47968971,0
-1.261012419,-1.993885197,-2.00814247,-2.006926814,-1.994435739,0
1.148085933,0.585140495,0.766942401,0.549056527,0.523870522,1
1.148085933,0.585140495,0.489433914,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-1.187939669,-0.343091547,-1.141190521,-0.889915449,0
1.148085933,0.585140495,1.599467862,0.549056527,0.523870522,1
-1.261012419,-1.905963867,-2.00814247,-1.924475739,-1.994435739,0
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-1.51031788,-1.453125496,-1.429769286,-1.287542754,0
-1.261012419,-1.883983534,-1.730633983,-1.883250201,-1.596808435,0
-1.261012419,-1.349128774,-0.620600035,-1.264867135,-1.19918113,0
1.148085933,0.585140495,0.489433914,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-0.997443453,-0.06558306,-0.852611757,-0.536468956,0
-1.261012419,0.189494508,0.489433914,0.384154376,0.435508899,0
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.489433914,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.489433914,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.489433914,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,1.044450888,0.549056527,0.523870522,1
1.148085933,0.585140495,0.489433914,0.549056527,0.523870522,1
-1.261012419,-2.345570519,-2.563159444,-2.46040773,-2.701328725,0
-1.261012419,-2.07447975,-2.00814247,-2.048152352,-1.994435739,0
1.148085933,0.585140495,1.599467862,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-1.217246779,-1.175617009,-1.141190521,-1.19918113,0
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.766942401,0.549056527,0.523870522,1
-1.261012419,-2.052499418,-2.00814247,-2.08937789,-1.994435739,0
-1.261012419,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.766942401,0.549056527,0.523870522,1
-1.261012419,-0.924175677,-0.898108522,-0.811386219,-0.536468956,0
-0.056463243,0.585140495,0.766942401,0.549056527,0.523870522,1
1.148085933,0.585140495,0.766942401,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-1.056057673,-0.06558306,-0.97628837,-0.62483058,0
1.148085933,0.585140495,1.044450888,0.549056527,0.523870522,1
1.148085933,0.585140495,1.321959375,0.549056527,0.523870522,1
1.148085933,0.585140495,0.766942401,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-2.052499418,-2.285650957,-2.08937789,-2.30370142,0
-1.261012419,-0.762986571,0.489433914,-0.60525853,-0.271384087,0
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-1.891310312,-1.730633983,-1.883250201,-1.994435739,0
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-0.982789898,-0.06558306,-0.852611757,-0.580649768,0
-1.261012419,-2.345570519,-2.563159444,-2.46040773,-2.701328725,0
-0.056463243,0.585140495,0.766942401,0.549056527,0.523870522,1
1.148085933,0.585140495,1.044450888,0.549056527,0.523870522,1
-1.261012419,-2.059826195,-2.00814247,-2.08937789,-1.994435739,0
-1.261012419,-2.089133305,-2.00814247,-2.130603428,-1.994435739,0
-1.261012419,-0.38199414,1.044450888,-0.23422869,-0.183022464,0
-0.056463243,0.585140495,0.766942401,0.549056527,0.523870522,1
-0.056463243,0.585140495,1.044450888,0.549056527,0.523870522,1
-1.261012419,-0.301399587,1.044450888,-0.110552077,0.170424029,0
-0.056463243,0.585140495,1.599467862,0.549056527,0.523870522,1
1.148085933,0.585140495,0.489433914,0.549056527,0.523870522,1
-1.261012419,-0.660411686,-0.343091547,-0.522807455,-0.227203275,0
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-0.088923038,1.876976349,0.13680115,0.435508899,0
-1.261012419,-0.689718796,-0.343091547,-0.564032992,-0.227203275,0
1.148085933,-2.04517264,-1.453125496,-2.048152352,-1.596808435,0
1.148085933,0.585140495,1.044450888,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-1.840022869,-2.00814247,-1.842024663,-1.994435739,0
1.148085933,0.585140495,0.766942401,0.549056527,0.523870522,1
-1.261012419,-2.345570519,-2.563159444,-2.46040773,-2.701328725,0
-0.056463243,0.585140495,0.766942401,0.549056527,0.523870522,1
-1.261012419,-0.235458589,0.766942401,-0.028101001,0.302966464,0
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,1.044450888,0.549056527,0.523870522,1
-1.261012419,-2.345570519,-2.285650957,-2.46040773,-2.30370142,0
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.489433914,0.549056527,0.523870522,1
-1.261012419,-1.341801997,-1.175617009,-1.264867135,-1.243361942,0
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-0.46991547,-0.620600035,-0.316679766,-0.183022464,0
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-1.532298213,0.211925427,-1.429769286,-1.243361942,0
-0.056463243,0.585140495,1.044450888,0.549056527,0.523870522,1
1.148085933,0.585140495,0.489433914,0.549056527,0.523870522,1
-1.261012419,0.204148063,0.211925427,0.425379914,0.47968971,0
-1.261012419,-2.191708191,-2.285650957,-2.213054503,-2.30370142,0
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,0.292069394,1.876976349,0.50783099,0.523870522,0
-0.056463243,0.585140495,0.766942401,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.766942401,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.766942401,0.549056527,0.523870522,1
-0.056463243,-0.008328485,1.876976349,0.178026688,0.391328087,0
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-2.147747526,-2.285650957,-2.171828966,-2.30370142,0
-0.056463243,0.585140495,0.489433914,0.549056527,0.523870522,1
-0.056463243,0.585140495,1.044450888,0.549056527,0.523870522,1
-1.261012419,0.292069394,1.876976349,0.50783099,0.523870522,0
-1.261012419,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.766942401,0.549056527,0.523870522,1
1.148085933,0.585140495,0.766942401,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,0.292069394,1.044450888,0.50783099,0.523870522,0
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-1.378435884,-1.175617009,-1.306092672,-1.287542754,0
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-0.49922258,1.044450888,-0.357905304,-0.183022464,0
-0.056463243,0.585140495,0.766942401,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-1.056057673,-0.343091547,-0.935062832,-0.889915449,0
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,0.292069394,1.044450888,0.50783099,0.523870522,0
-1.261012419,0.204148063,1.044450888,0.425379914,0.435508899,0
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
1.148085933,0.585140495,0.766942401,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-1.393089439,0.211925427,-1.306092672,-1.243361942,0
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-0.056463243,0.585140495,0.211925427,0.549056527,0.523870522,1
-1.261012419,-2.052499418,-1.175617009,-2.08937789,-1.950254928,0
-1.261012419,0.116226733,1.044450888,0.342928839,0.435508899,0
-0.056463243,0.292069394,1.044450888,0.50783099,0.523870522,0
